,id,comment_text,threat
190,00744c2f77391702,absolutely use of that word is strongly misleading even with like the structure had nothing to do with mastaba  a burial chamber basicly mastaba by definition has entran  ceinner spacethis structure was one solid pile of rocks with no inner space or entrancesit was ment as a wall fragment,0
191,0074b307c2d9a100,i just noticed that the neutrality of this article is disputed not by me in light of that i again ask that my post here and my invitation to discuss how and whether neutrality can be achieved not be deleted it is highly relevant and relatively urgent bearing in mind the rule that there are no emergencies on wikipedia in time convergence on truth will be achieved,0
192,007571394afafcb5, editors dont care about your explanations if theyre not accompanied by reliable published sources i could explain why i thought dogs ate cats but i would get the same reception if i didnt provide sources stop edit warring and present sources  talk to me ,0
193,007810bde7d6ebd4,about mitch moved to yggdrasill i have no idea  it wasnt me on doing that,0
194,007a5055c23cc5a6,sockpuppets and impersonators the two above sockpuppetimpersonator accounts including,0
195,007bbfa4da2bc32d,oh also wouldnt films that are named three or some variation thereof be listed on the disambig page and not on here just wondering because it makes much more sense to me  i apologize in advance for certain individuals who are too sensitive to hear the truth,0
196,007bc29766a43e3c,review request hiid like to request klm for a gaclass review can anyone do that it seems to have many similar stuff to other gas such as kenya airways and ethiopian airlines cheers breaksfixes,0
197,007db1f1477ea977,i dont at all propose that it should be transcribed as me n in this or any other article  if anything at all just a brief mention of the raising of trap and mouth in a prenasal environment would suffice  i just thought it was an american thing to raise  before nasals i do it myself but i often hear aussies do it quite a bit as well and i dont hear english people do it at all  the only difference is that americans have a tendency to diphthongize it as well as raising it  im not really surprised you dont have a broad accent being a wikipedian  im not saying its not possibleyoure right i was just kind of thinking aloud,0
198,007e1e47cd0e2fec,homosexuals are intent on legitimizing their behavior therefore they will seize any opportunity to suggest that famous persons are gay in this way their way of life will be received as being not only harmless but perfectly normal as generations of people grow from childhood to maturity and are exposed to this strategy they increasingly develop a tolerance for homosexuality in this way it is now almost universally accepted as a diverse or alternate behavior or way of being similar to a religion race  or nationality lestrade,0
199,007ecbb379c4a861,al messier this article was a nonnotable biography according to the criteria set out in wpbio aeropagitica,0
200,007f127033d66db5, link to sacramento i placed a wikipedialink in this article where the word sacramento appears  another editor who appears to be stalking me and is reverting everything that i do claims that i am overlinking by doing this  i have read the policy and think i understand it and i disagree with him  the word sacramento was not linked anywhere else in this article before i made the link and i think that my link provided good context for a reader who did not know walnut creek but thought that maybe they knew sacramento  was there anything wrong with my link  i would like someone objective to give their opinions   ,0
201,007f1839ada915e6,your blatant pov pushing neither of you guys has made any contribution to this italian history article other than to shove your unhistorical unconstructive modern pov in my facethis is a history article historyhave you heard of thatthis is the reason why so many people get pissed off about the pedantry and idiocy and triviality of wikipediajsus get a fcking life,0
202,00803f08f55bdcad,reliable sources indicate otherwise please do not insert your personal analysis into the article  talk ,0
203,008198c5a9d85a8e,i did research thank you very much and it is not in the relevance of the article i think you may have to reseacrh wpel to amke sure you realise the facts about why these links are being deleted i am willing to agree with people that only the official sites should be there therefore i shall delete the game site and the otehrs now,0
204,00822d0d01752c7e,a totallydisputed notice would probably be appropriate given the depth of disagreement that exists here but i cannot understand why highlighting statements identified by some as dubious would constitute disfiguring the article  slimvirgin has also used that wording recently but i rather think that inaccurate and irrelevant information is more of a disfigurement than is a template noticeto answer your second question my side has brought forward a proposal and the other side has not yet responded  this is sadly consistent with recent patterns of delay  ill make no comment on whether or not this is a deliberate strategy   ,0
205,0082b4b42b3f07a1,ive abused nothing your threats are extremely disrespectful to the rules of wikipedia all i have ever done is tried to improve the quality of wikipedia articles and maintain the standards of quality i should not be treated like a vandal who only registered to muck up articles my account should not be blocked i should be an administrator   ,0
206,0082b5a7b4a67da2,give me a permanat block raseac remember me muslims dont you worry for these images they are trying to hurt us but they cant look these images are fake and have nothing to do with islam or our prophet even their article is so lame wikipedia is not an authentic source its an encyclopedia for the kids which has not authenticity anyone can edit or write whatever they thinkjust like raeasc you can see he does not knows what islam is and he talks about it so forget about wiki its lame they have no authenticityi recommend they should add pissed christ in jessus articlethey should,0
207,008344a80c43b8c9,invite hi i still did not have time to write the articles about the fundamentals of the romani culture and society that would have permitted a normal presentation beyond the stereotypes i hope in the near future ill manage to do it from the last discussion i just managed to organize better categoryromani people by country and categoryromani people by occupation and create some more articles about romani persons,0
208,0083790fbfe5014d,i asked him a question about recall maybe that would make you less troubled  account,0
209,0083ead5c8afc356,says no consensus was ever reached as he reverted my edits here,0
210,0084d905b6f19f2b,i find it difficult to control my emotions and i still feel that mr logy wogy was bad,0
211,0086998b34865f93,fuck you block me you faggot pussy,0
212,0087c131ccffe160,attacking another editor how i am trying to make a point about how easy it is to edit wikipedia and his piece on george orwells page proved my point it is common place for wikipedians to help each other make better and a lot lesser bias edits and that is all i was trying to do so if you wouldnt mind please could you remove that warning,0
213,00882ab8cfa42274,please see ref       of this article mentioned by wikipedia for youngest patent holder of india moreover i mentioned about news  latest book about real life heroes by providing notable  reliable reference do not you feel dna group is reliable  notable reference as its page exists on wikipedia do you really believe that what ever or who so ever provide information for this article is having bad intentions in your words sockmeatpuppets did i askedsuggested anything from you to edit or write i am a free man to send information  you are a free person to analyse it are you above wikipedia when ref       of this article mentioned by wikipedia for youngest patent holder of india for the subjectwhy you speak in bad wordsyour words verbatim any book or review which repeats the indias youngest patent holder and the youngest disabled patent holder in the world claim that bhati and his supporters are pushing fails as a reliable source  how can you discourage people from sending information which is relevant reliable    ,0
214,008a1e9c45de8138, randroide answers to next step guys i do not see you taking steps to wikipediarequests for mediationi can not do this job because i always connect from filtered institutional netaccess and following those steps could result in new undesired controversial truncation of words by the software i do not want that happenningcould you please follow the instructions in the link i provided thank you  randroide answers to new reference by    at last we agree on somethingof course that the new section is a good idea the false suicidal terrorists from prisa will also be included there come oooooon boys start writing that section i do not want all the kudos for myself the new proposed article is by now an effort made only by me but remember npov and sources all the sources just like me citing el pa s in the section about the doubts about the genuineness of the  bomb cheers   indeed a good point and all the remarks in cope too and the moral certitudes of mariano rajoy published in el mundo  i agree with you  larean  what randroide omits to mention on the section about the  bomb is that he only added balancing references when i insisted that he do so the original version he created was entirely pov as is much of the rest of the proposed article also all the sources that he added from el pais are only available to subscribers  npov it is not   you are right southofwatford in your randroide omits sectionif you have not subscription to el pa s i am sorry but thats your problem my institutional access also has some advantages like paid access to el pa s and many many other publications and books thats one of the reasons for my exclusive use of filtered internet accesss its much easier for me to work here due to the easy availability of sourcesdo you see the truncation of words is offsett i think by better sourcesbtw if you write under a randroide answers section you areinvading my space i do not mind really but you are doing itrisking new truncations on your messages to avoid this please write outside randroide answers sectionsif you think that the proposed article is pov work in it to make it npov the article is not mine  ill take the risk of you truncating the reply and put it here its very short the issue is not whether i subscribe to el pa s its whether the people who read an article in the english wikipedia subscribe to it all sources used should be accessible to all readers of the article putting in a source that readers will not be able to see just so you can claim the article is npov is to my mind completely unreasonable  all sources used should be accessible to all readers of the articlevery funny southofwatford i am going to follow this joke of yoursplease propose also the deletion of all books as sources because did you know there is always someone without this or that bookdelete all references to tv or radio stations because that user in brazil has no tv and no radio at homedelete all the references in spanish because did you know there are users who know no spanishits a pleasure to read this kind of funny jokes really i had a good laughusersouthofwatford  how strange that you should find it so funny after all most of the sources we are providing should enable users to find out more information about what is being sourced so to deliberately choose sources that require those users to pay to see the information is not funny its simply bizarre equally in the english wikipedia i would argue that choosing a spanish or other foreign language source when an equally valid source exists in english does not make sense except perhaps to those who are too busy laughing  your cynicism is evident in your response ,0
215,008a856f6691e051,hence why i removed it content of that nature is not suitable for wikipedia proscribed by wpnot but perhaps for one of its sister projects such as wikia,0
216,008a990457283850,pirating incident ive removed this statenment as it doesnt really relate to the episode much plus its kinda off topic,0
217,008d3702b1ad0465,and check this out httpwwwclapurdueedublackmoncriticalhtmlbio,0
218,008e0818dde894fb,kill all niggers i have hard that others have said this should this be included that racists sometimes say these,0
219,008e2acf5bcf4be4,new user hello gogo dodoi am a new user on wikipedia and just wanted to ask if my new page could be removed from the deletion list  my new page is kaburst and i still have a lot i want to do with it  i think the reason it was considered is because it starts off like it should be in wiktionary  but yeah just give me some time to make it betterthanks,0
220,008f1b06428778fe,regarding edits made during december   utc to jos  mourinhothank you for experimenting with  wikipedia your test worked and it has been reverted or removed please use the sandbox for any other tests you may want to do take a look at the welcome page to learn more about contributing to our encyclopedia if this is an ip address and it is shared by multiple users ignore this warning if you did not make any unconstructive edits,0
221,008f22e7b58e559b, december  hello and welcome although everyone is welcome to contribute at least one of your recent edits such as the one you made to smoke bomb with this edit did not appear to be constructive and has been reverted or removed thank you  ,0
222,008f93320e3661b8, you are wrong although i was blocked on some occasions i was never blocked for sockpuppetry or vandalism it was because of disputes on multiple topics with various socks of userhkelkar  uservandalpetrol both of which are permabanned i have never used any other account if you are permitted to edit then you should get other accounts deleted which says you are indeffed  noblast ,0
223,008faa76dd3eb890,i only deleted personal attacks,0
224,008fdd0ca51cdadc,please please continue  tell me what you really think,0
225,00905910dcbcc8aa, an important message block me i can live with itthe mess thats being made of parker v district of columbia is why wikipedia cant rise above the level of a sophisticated blogthe controversy section doesnt belong there in the first place and the fact that you and other nonexperts are issuing warnings indicates wikipedia has become a sandbox for idiotssorry i cant be more polite but thats the long and short of it ,0
226,00908f946bd2fd05,im moving this to the talk page,0
227,0090c1f0788dd0e9,very well i see that consensus has formed to show that they are indeed not pov but bad judgement on my part thanks for the comments anywaycoldplay exp rt lets talk ,0
228,0091798f05a311af,httpwwwusersbigpondcommontdalehtml  heritage from village           in macedonian           sources claim that the village was pure slavic,0
229,0091aec11b57d12e,the organization of subtopics culture is thrown way down towards the end after economy and tourism which is inappropriate the information section is unnecessarily loaded with history and detailed geography which makes it not only uninteresting but also repetitive information is interspersed all through the subsections without regard to whether or not they fit there eg the geography section starts with the fact that up is the  largest state that is not strictly geography and belongs in the introduction climate belongs towards the latter part of the page perhaps before toursim regions and cities is not such an interesting combination in any case cities of uttar pradesh can be an interesting topic on its own because up has several interesting cities and regions each with specialities of its own like the copperware of moradabad ceramics of khurja and carpets of bhadohi in fact i remember there used to be such information in the article before  ,0
230,0092f0871cc66dbc,i dont know the answer to this butlegally how is it possible for a private citizen to violate another private citizens civil rightsi dont know if this is the section nelson was charged under in the federal case but if anyone could explain this i would appreciate ityou can argue whether or not the outcome of the state murder trial was justified thats really not my concern here since its a dead letter  im concerned about whether the subsequent civil rights prosecution was legal  if the state murder acquittal was a miscarriage of justice its not the first time  look at issei sagawa  part of having a mature understanding of this sort of thing is to realize that the criminal justice system isnt perfect and that it is inevitable that innocent people will be convicted and that guilty people will be acquited from time to time  thats the price you pay for having a legal system in the end someone has to make the decision and sometimes they may not necessarily get it right  i dont think its going out on a limb to say that the sagawa case is completely beyond all reasonable belief,0
231,009371b0ef213487,burn deck if thatd guys burn deck is like what i think it is than he is in for a blrude awakening leviathan motherfucker,0
232,009565ee1bc64e68,decesed group members ive seen a few articles where band members have their name sollowed by deceased  whats wrong witht that  its just a little extra information for people who do not already know this  surely this is the main reason such the articles exist in the first place or even why the whole wikipedia site exists  whats so bad about adding this word after peoples names if they are no longer with us  it is factual nonopinionative and does not slate them in anyway,0
233,0095756047a71716,fatima bint asad i noticed you added a large chunk to this article recently could you post your sources webpages books etc it would be really helpful thanks   july   utc,0
234,00957fadc476d7d9,i added information about mayor de blasios announced decisions about charter schools but someone removed the factual information because they said it was not referenced  it was factual but not referenced i tired to add the information again with references but was not successful i correctly added the race and sexuality of chirlane mccray once but someone the same person who removed the factual information i provided under charter schools was incredibly rude and stated it was vandalism and reported it  how can this be and why are these descriptions considered negative who decides what is reverted on chirlane mccrays own wikipedia site the word black i prefer african american is mentioned six times and her sexuality is mentioned over and over again these are not assertions at all and can be referenced by an approved wikipedia site and chirlane mccrays own important writings  what is the problem,0
235,00958dec64c33224,please stop adding nonsense to wikipedia it is considered vandalism if you would like to experiment use the sandbox thank you  ,0
236,00961bcaadd6a278,well i will use my user page then dont tell meyour gonna remove it too because that will piss me off and drive me nuts also i am not making a personal ttack on jimmy wales i am saying he is a bit to greedy dont you think hes got  million dollars already and now hes asking for more,0
237,0097b052f0b68a96,i thought i would offer you some advise aswellno wikipediaedit no arguing with wikipediamay i also remind you of the threerevertrule,0
238,0097dd5c29bf7a15,u r a tw fuck off u gay boyu r smellyfuck ur mum poopie,0
239,009820fe28cd24dc,its also expressly against guidelines to sneak in disallowed links in the discussion section as froman has done with his youtube propaganda link above but as evidenced throughout this page the rules dont seem to be applied to froman why dont you just go whole hog and add it to feiths main page there are plenty of unencyclopedic sources there now and no admin seems to have a problem with any link anonymous left wing blogs whatever you care to use seems to be fair game for froman ,0
240,0098257c6952c9e3,deletion of accountok blueboy editing from    has been disabled by  for the following reasonscame back from hour block and picked it right back up again  and judging by history not likely to get itfor thisthis is to call attention to a topic which was resolved before any of the matters were addressedthere are moderators deleting wikipedia history items and moderator borgqueens edit of cuisine of hawaii was simply a provocation and nothing morei am a reknowned chef of pacific rim cuisine and the cuisine of hawaii and the cuisine of hawaii is not local plate lunch that is like saying the cuisine of mexico is frozen burritos or that the cuisine of canada is starbucks pastries or that the cuisine of america is mcdonalds its slanderous vicious and spitefulthe main point here is why did the admin in question delete the historyand no it is not resolved until that problem is addressedand i tried discussing it with that user directly and my account was lockedthat user is not open for discussion or ddebate that admin suffers the godcomplex and lovcked me from even editing my own page hence the reason i had to wait to be unbanned to post here and i am not leving here to back and become corruptadmin fodder back aon the topic page until thius matter is resolved between borgqueen and myself as i i will not subjegate myself to any further discrimination hazing or personal vendettasnot likely to get it eh buddylisten up you will delete my user page and account from the wiki grommet you are not going to lock  me and keep my name content or profilei am out of this facade which is wikipedia for gooddelete it all now grommet,0
241,009a3333aa4ac011,listas  sabina of bavaria,0
242,009a52daa8dbb767,bad redirect please remove the redirect from the x page that aircraft was distinctly different in design builder mission etc and restore that aircrafts unique content to its page,0
243,009a6b3e571ee155,more info thanks for entering this article there are a few errors which i have corrected it would have been nice if you had not simply cut and pasted the text from the clear lake article,0
244,009b3b15f1ada72f,his name was troy tedford not troy telford i am looking at his orginal discharge papers right now i also have his orginal purple heart with  olc the man was a war hero in the biggest world war ever i myself am a historian history degree recieved dec of  from atu,0
245,009cb63b1bd5daf9,it is interesting to note that both aircraft landed at the same airfield in hawaii,0
246,009ce66bcd5de288,thanks for fixing that again an exquisite picture,0
247,009d0fe5e7ee720a, and i would like to clamp down on them,0
248,009df88828f523c4, and man has also created new words even after modern languages have already been established,0
249,009e3f1c0c757e43,its in the history or more conveniently in your own contribs thank you for the explanation but that wasnt a big deal i was more upset by your second postwaving me off with a sneer about growing a thicker skin and a fingerwaggle about profanitytreating me as an insensate piece of internet polemic rather than a fellow human attempting to give an honest account of herself an account which mackensen promptly removed as you say well i understand that trying to contribute to the workshop was a bad idea in the first placerunning full tilt into tony sidaway after managing to avoid him on irc for a whole month to the immeasureable improvement of my quality of life anyway ive always seen you as somebody who stands up for the underdog  i remember praising your addition of this edit to the harassment guidelineand i was sad to see there was no mutuality of respect   talk ,0
250,00a00eb46f78b1d2,some type and are on a soap box,0
251,00a1aabcab9d44a0,yes they are indeed  ive replaced that second one with a summary of womens rights  talk ,0
252,00a20f187531df59, anyone can do an intext search for  and  and see the article does not rely mainly on one source the publisher in fact the grand total of two citations referencing the publisher are for purefacts issues such as the number of items  that are in the parts library,0
253,00a216c00b90ce88,gore response can anybody find gores response to bushs malaprop why didnt gore as the inventor of the darn thing club him silly after that one,0
254,00a3073791a5feaa,pls give a reply yes or no,0
255,00a317acddff8a62,neither of the two added cites support the assertion misconception hyphens and dashes are the same glyphs  it remains unsourced and as near as i can tell theres only one person making this claim despite all the claims of consensus unsourced material gets removed  thats wiki policy ive given you a month to find a source or reword the entry so that it reflects what the sources actually say  im restoring the citation needed tag and if theres no source in a day or so the entry will be removed    ,0
256,00a330961879175c,a short summary of referencing essentialsfaqs for organizationsi noticed youve also disclosed an association with  on your userpage thanks for that it makes working with you and knowing where youre coming from a lot easier if you have any questions about my review of your article do feel free to leave me a message or send me an email cheers sonia ,0
257,00a5394e626e72c6,for your information you have already been reported  fairminded  talk about yourself and your refusal to allow for relevant information which is factual from being posted  you are obviously the biased party and an inappropriate representative for wikipedia,0
258,00a54f5b8d29a2b7,same for filejpg and fileconnorbarwincincypng,0
259,00a656a81c6f0903,y r we doing this pat,0
260,00a66540b2a66bb4,thanks for the copyedit omg it reads so professional  i appreciate it a lot yeah i knew that that would be a problem okay heres the back story to it danny had body paint while he was a robot during a sketch during the after party in which the theme was a black light one everybody could see that danny still had paint on him as it hadnt washed off or something to be sure jack had a black light switch in his apartment and when liz came in he turned it on which resulted in liz having the paint all over her see here or if whatever i just said doesnt make sense read here and here about the paint still on danny and the black light attackyeah i thought maybe if people saw that the ga note they wont leave me a message though that didnt work as a user left me a message regarding an article i reviewed this has to work in the future im a have to make it better i still havent gotten the chance to see it but i have to see it i need to know what happened and stuff well after i got the news that he lost i started watching his dvd and telling myself that ill never see his wrestling moves again i didnt cry i  was just sad the night on raw i lost it and cried whatever i didnt think that was cool shawn didnt mind but i did not really i still dont see that face like quality to him i think theyll play randy out like triple h you know good with the crowd but still have him heelish maybe cause all the new people are heel and they need some faces who knows speaking of randy todays his birthday turned  well if you remember his first punted victim was shawn so nice to see that he did that to cody all in the storyline nici  you are welcome for danielson and miz i guess  hit  ,0
261,00a6754c92b4af4f,if   width stylebackgroundtransparent width stylebackgroundcolorstylewidth  border solid  backgroundcolor verticalaligntop hello lceliku and welcome to wikipediaplease remember to sign your name on talk pages by clicking  or using four tildes  this will automatically produce your username and the date also please do your best to always fill in the edit summary field below are some useful links to facilitate your involvementhappy editing    width stylebackgroundcolorstylewidth  border backgroundcolor verticalaligntop getting started introduction the five pillars of wikipedia how to edit a page intuitive guide to wikipedia finding your way around table of contents department directory editing articles how to develop an article manual of stylestylewidth  border backgroundcolor verticalaligntop width cellpadding styleverticalaligntop backgroundcolor getting helpstylecolor frequently asked questions cheatsheet where to ask a question help pages new contributors help page article wizard  a wizard to help you create articles,0
262,00a7d82371e10c5d, i dont know how that got to be but im a big supporter of the xfiles and ive like seen almost every episode and not once did it mention mulder being the father of scully babycant have watched very carefully can you william being mulders son is frequently referenced to in the final episode just off the top of my headguard what are you thinking aboutmulder my son his motherscully our son mulder i gave him up our son i was so afraid you could never forgive menot to mention the meaningful looks that mulder and scully give each other when the officiator at the hearing asks agent scully isnt it true that you and mulder were lovers and you got pregnant and had his love child,0
263,00a8fa03349203fb,citation r fsaumur v the city of quebec   scr  endorsementrosemary decaires,0
264,00a981826dc7c952,education please keep the list of colleges in pittsburgh a list of colleges in pittsburgh  if you are not familar with the area dont edit this list  greensburg washington mccandless and california are not in pittsburgh  please dont be offended when i enforce this  also a pittsburgh mailing address does not mean that the school is in pittsburgh  the address extends far in some place a  minute ride awaythanks,0
265,00a98913b0b8ba34, until you find the way to put the  cites that were in the page back i am throught here,0
266,00a9d33dea92c45c,we descendants of otman baba trough mehmed ali karako  are sunni muslims and not alevis,0
267,00ab1b314832a2d9,could you clarify  do you want me to start an rfc  i dont see that one was listed in the page history of talkrasmussen reports,0
268,00ab65775c601cf9,atheism is full of bias shit,0
269,00aba7c4e1446fd5, you beat me to it just wanted to say good work for beating me to the revert on the ned kelly article i always enjoy it when i know someone else is on the hunt for vandals happy hunting cheers pro ,0
270,00ac1b5af6c85483,you removed the link to the same references used in the health study which say that a reduced use of the mmr vaccine is why waldorf kids have fewer allergies from the section on immunizations  wtf  would data from the whole of california count for you  the private and public waldorf schools in california have personal belief exemption rates of  to  of their kindergarten classes  regardless of what the official position is  and i assert here but would not do so in the article that the official position was a lie in order for waldorf education to not appear like a complete cult  waldorf students are grossly under vaccinated  that fact should be in the article,0
271,00aca5068fb3fd6c,thanks for that ill take a deep breath and have a go at an intro tomorrow i identified the source of the phrase london over the border and showed that the boundary is contested in the footnote ive clarified the diaspora section and will justify the statements by reference to the victoria history articles on west ham and east ham hopefully ill struggle to a justification without substantially changing the outcome of the previous discussions then move onto to standardising the references probably section by section,0
272,00ad06b94e4aafd2,german article of the daydear jimbo german wikipedia is proud to present the article of the day httpdewikipediaorgwikiwikipediahauptseite  really thrilling really amazing worth a glimpse httpdewikipediaorgwikifremdk you might improve your german reading it theres a lot to learnyours sincerly,0
273,00ad34e7cb085421,i agree like i aready have stated that this is peripheral to main article but nevertheless important because i merely underlienes the mythomania propagated by both sides my only interest here is historical reality dab why dont you actually analyze the situation rather than offerring your usual smartalec remarks lontechs arguements have been shot to pieces summarily and everytime this happens he engages in tangential and irrational behaviour commonsense will tell you there was no longlasting state or kingdom in dardania before roman times we cant just allow the intro paragraph to read like some kla recruiting website,0
274,00ada3413dc2d942,i found one  sort of anyhow  the web site for jewsforlifeorg isnt loading but i have an article from them in a catholic source  im going to remove the erroneous sentence nowin hindsight it would have been great if this minor content issue could have been resolved with references in the first place,0
275,00ae18e87c2d9083,i have provided plenty of reference materials yet you have provided none all writings in chamar section have comes from sources that are verifiable yet you have provided none you are the one with the eccentric idiology you still have not provided any verifiable sources to show that ramdasia and chamar are differentchamars that took up weaving are known as ramdasiasa simple google search on ramdasia chamar will provide you with countless links   ,0
276,00ae1b3f651b07fe,block evading ip blocked guy ,0
277,00ae7def4f2df069,i see that it has a number of  citations on pubmed,0
278,00afb4dec99a231f,hey why you are spreading misconceptions and trying to spread false information to the peopleyou not even know who won the battle and who lostyou are the cheapest person on the earthbloody ignorant foolcheck sources before spreading rumors,0
279,00b07ded761b2cbd,i should add here for any admin considering that i was blocked for  hours by usersarek of vulcan weeks ago so there is more background if thats relevant and i should have learned my lesson then  pax   talk,0
280,00b1930313ca7a1c,change of username usurpations request request still in progress  mbm  mmitra hi i have requested for change of username using usurpations from mbm  mmitra its almost  days from the date of request but still it shows in progress i would like to know how much time does it takes to complete the request and how long would it take to complete please reply as soon as possible thank you link mbm  mmitra,0
281,00b211fa0c65d328, utc    december,0
282,00b25b1226d6c6b2,because otherwise is pov look at flemish linguistics case,0
283,00b2924708445da2,yes mainsprings are used in some clocks as well please feel free to be bold and help improve the article,0
284,00b47f6c58c6fe6a,getting normal term is used by a german politician by the way i got it from there,0
285,00b559d4105efdc9,keep the original title at xbox although you can have additional likes like xbox and xbox that redirect to this article,0
286,00b77cb600c897b4,and you are let me know when youve crawled out of their arses  dick laurent is dead ,0
287,00b826c2fa43d8d3,the problem is that people keep trying to state that bsas policies are this and that  there is no policy that says homosexual scouts cannot be members  to state otherwise is a lie and or  just be it is a contraversy page doesnt allow you state lies or add or you can list things as misinterpretations of the rules and things like that but it you try to say scouting does this or scouting does that then you need to be sure scouting actually says that  even the misinterpretations of the rules need sources  just because an editor might misinterprete the rules doesnt mean anyone in mainstream has  can you find a source for somewhere where a homosexual youth was removed from the program just for being a openly homosexual youth  then insert it  unless you have it or an actual policy from bsa that says you cant be an openly homosexual youth member then what is being added is or,0
288,00b8e7ea2fc02b12,level  messagehello and thank you for experimenting with  wikipedia your test worked and it has been reverted or removed please use the sandbox for any other tests you may wish to do i encourage you to also take a look at the welcome page to learn more about contributing to our encyclopedia thank you for your interest in wikipedia   ,0
289,00b984b355cc9754,im focussing on doing science at the moment leading the revolution,0
290,00b9c08a7c708e0a,another question does this style information stripping occur only whenever a shape itself is edited or for less intrusive edits such as moving a shape around if even highlighting and selecting the shape in inkscape makes it unusable then i shouldnt even be messing with inkscape at all,0
291,00b9f6b033b31ccf,article about ed morrissey hi ive just moved our article about ed morrissey and captains quarters to ed morrissey and started bringing it up to date would you be able to take a look at it and please fix any defects you spot thanks cwc,0
292,00bb215d07a16712,i can see that you have been running around several talk pages accusing me and several others of edit wars please go on and prove the same or else you will be the first one to be blocked moreover you cannot prove your pov and when defeated going around making accusations is a good way out communist ,0
293,00bb617b7faeb50a,yes i received the confirmation email on  with username  my emailaddress and password uuuh it was  ,0
294,00bc09a581d1cb61,i am currently blocked from editing so i will be unable to add that tag however i did take that picture,0
295,00be7dcac98dc95d,this user is such a worthless goddamn faggot fuck you faggot,0
296,00bef5aca1e725ca,its an unsourced aesthetic opinion and therefore violates wpnor andor wpnpov,0
297,00bf0cb1048b5212,imagepopclassicjpgi have tagged imagepopclassicjpg as  because it does not provide a fair use rationale  if you believe the image to be acceptable for fair use according to wikipedia policy please provide a rationale explaining as much in accordance with the fair use rationale guideline on the image description page  please also consider using  or one of the other tags listed at wikipediaimage copyright tagsfairuse  thank you   man ,0
298,00c0b8ed05ed7833,fuck offyou are not an administrator you dont have the authority to tell me what to do,0
299,00c0ba596a61d32d,how adorably disingenuous    ,0
300,00c1b6962307c80e,well you are ridiculous in fact i suspect that you are calton please block me i dont care,0
301,00c1c8d3384b48ff, orangemike time to move on to collateral targets  i suggest userfisherqueen the girl who protected him,0
302,00c246870afee760,windows phone upgradeability hi gregory  i reverted your change on the windows phone article  neither microsoft nor its partners have made any official statements on whether devices running windows phone  will be upgradeable to windows phone   the references given by another user are blogs that are relying on hearsay,0
303,00c381d0018beaf3,btw whatever decision an adminstration wish to take he should remember that this block is too harsh given that it is his first violation since he joined wikipedia ,0
304,00c3bd1c292370e8,ive tried to be as objective as possible and treat the author in my head as someone whos first tongue is not english  i think davies is borderline notable but the article is not  i spent an hour googling davies earlier today and found nothing except that he has translated a lot of stuff  well i have done a lot of stuff in my life  im even borderline notable in a small field but nothing to warrant an article on me especially one that precisley nothing links to like this one  frankly i hope the author just makes it notable  ill respond to him with gentlemanly politesse but i cant help him any further,0
305,00c3ce53cd972be0, shiny things   what a brilliant idea barnstar for actively seeking every possible way to help other users especially those i honestly didnt think would work but did i hereby award  c ,0
306,00c41d6b52961339,will you make the change to both engineering articles,0
307,00c4333dc9f6b997,thanks and i apologize for my comment  id like you to know that i understand your position     nov  utc,0
308,00c438b052cc0f26,appearance in historical fiction the young richard steele appears as a character in william makepeace thackerays novel henry esmond  is this appropriate to mention in the article do yall reckon,0
309,00c49503b35bb572,cu and scibaby why are you wasting time cuing scibaby accounts which are wpduck  i am just indef blocking them on sight but the cu request makes reference to some politics which i dont know about  talk,0
310,00c49e155f04e897,per wpae you have been blocked indefinitely for persistent disruption to the project including vandalism disruptive editing and sock puppetry as per wikipediarequests for arbitrationmacedoniadiscretionary sanctions if you believe this block is unjustified please request one in the normal manner   talk ,0
311,00c5213d8f396507,im sure if you worked on articles other than arcayne youd do fine you two seem to have a problem with each other so why do you seek him out and edit where he does xenotalk ,0
312,00c59720428c985a, fuck you   fuck you award go fuck yourself   ,0
313,00c73c02b643115a,sorry about the edit conflict im glad you were able to salvage my edits as to your question about structuring yes i think we will have to think of a way to divide the article into sections and subsections also the intro may need some fleshing out before confronting the reader with technical terms like dendrite and axon i will look at it smithfarm   apr  utcvery cool happy to hear you are still on the article i will also do some research to extend it  talk contr  apr   utc,0
314,00cad54d1045f2ee,february  utccomment did the proposal change or something someone added requested move banner to this section when its clearly not one     ,0
315,00cb5743d3cf0645,best clans in runescape  the gladiatorz  been the best clan in rs for  years  the  the british  damage inc  an average clan,0
316,00cbb1984f9059f8,i dont even know where to begin on replying to   talk,0
317,00cc7f0622962160, please do not vandalize pages as you did with this edit to hyperopia if you continue to do so you will be blocked from editing   fisto ,0
318,00cce3996a16c116,keep your eye on it no one cares ok people can put what they want on here and clean it up all you want but no one cares god youre so freakin stupid   omnigan,0
319,00cce3f7ede553a0,the episode list to keep the episode list above the references,0
320,00ce37bb7409f9eb,over the next  hours or so,0
